-1,12,20,0,0,0,1,12
-1,12,21,0,0,1,1,13
-1,12,22,1,0,0,1,14
-1,12,23,0,0,0,1,15
-1,12,24,0,1,0,1,16
-1,12,25,0,0,0,1,17
-1,12,26,0,0,0,1,18
-1,12,27,0,0,0,1,19
-1,12,28,0,0,0,1,20
-1,12,29,0,0,0,1,21
+0,01,01,0,0,0,1,22
+0,01,02,0,0,0,1,23
+0,01,03,0,0,0,1,24
+0,01,04,0,0,0,1,25
+0,01,05,0,0,0,1,26
+0,01,06,0,0,0,1,0
+0,01,07,0,0,0,1,1
+0,01,08,0,0,0,1,2
+0,01,09,0,0,0,1,3
+0,01,10,0,0,0,1,4
+0,01,11,0,0,0,1,5
+0,01,12,1,0,0,1,6
+0,01,13,0,0,0,1,7
+0,01,14,0,1,0,1,8
+0,01,15,0,0,0,1,9
+0,01,16,1,0,0,1,10
+0,01,17,0,0,0,0,11
+0,01,18,0,0,0,0,12
