+0,07,17,0,0,0,0,24
+0,07,18,0,0,0,0,25
+0,07,19,0,0,0,0,26
+0,07,20,0,0,0,0,0
+0,07,21,0,0,0,0,1
+0,07,22,0,0,0,0,2
+0,07,23,0,0,0,0,3
+0,07,24,0,0,0,0,4
+0,07,25,1,0,0,0,5
+0,07,26,0,0,0,0,6
+0,07,27,1,0,0,0,7
+0,07,28,0,0,0,0,8
+0,07,29,0,0,0,0,9
+0,08,01,0,0,0,1,11
+0,08,02,0,0,0,1,12
+0,08,03,0,0,1,1,13
+0,08,04,1,0,0,1,14
+0,08,05,0,0,0,1,15
+0,08,06,0,1,0,1,16
+0,08,07,0,0,0,1,17
+0,08,08,0,0,0,1,18
+0,08,09,0,0,0,1,19
+0,08,10,0,0,0,1,20
+0,08,11,0,0,0,1,21
+0,08,12,0,0,0,1,22
+0,08,13,0,0,0,1,23
+0,08,14,0,0,0,1,24
+0,08,15,0,0,0,1,25
+0,08,16,0,0,0,1,26
+0,08,17,0,0,0,1,0
